state	year	county	precinct	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv
"KY"	2012	"Adair"	"A102"	1	33	199	232					213	45	260
"KY"	2012	"Adair"	"A104"	1	50	284	334					293	48	350
"KY"	2012	"Adair"	"A105"	1	28	258	286					276	32	309
"KY"	2012	"Adair"	"AB"	1	104	335	439					348	116	469
"KY"	2012	"Adair"	"B102"	1	190	510	700					509	209	736
"KY"	2012	"Adair"	"B104"	1	64	319	383					337	62	404
"KY"	2012	"Adair"	"C102"	1	83	324	407					320	103	429
"KY"	2012	"Adair"	"C104"	1	111	333	444					355	119	477
"KY"	2012	"Adair"	"D101"	1	39	261	300					270	38	313
"KY"	2012	"Adair"	"D103"	1	67	324	391					334	75	415
"KY"	2012	"Adair"	"D104"	1	89	206	295					202	118	321
"KY"	2012	"Adair"	"E101"	1	58	312	370					323	62	395
"KY"	2012	"Adair"	"E104"	1	112	392	504					375	159	536
"KY"	2012	"Adair"	"F101"	1	176	529	705					545	197	747
"KY"	2012	"Adair"	"F103"	1	73	265	338					295	64	364
"KY"	2012	"Adair"	"G101"	1	56	256	312					257	67	326
"KY"	2012	"Adair"	"G102"	1	120	596	716					589	146	749
"KY"	2012	"Allen"	"A101"	1	133	387	520					338	182	530
"KY"	2012	"Allen"	"A102"	1	83	287	370					279	94	382
"KY"	2012	"Allen"	"AB"	1	95	271	366					277	109	388
"KY"	2012	"Allen"	"B101"	1	141	549	690					527	167	702
"KY"	2012	"Allen"	"B102"	1	59	332	391					313	83	401
"KY"	2012	"Allen"	"B103"	1	60	183	243					193	59	256
"KY"	2012	"Allen"	"C101"	1	150	569	719					515	224	749
"KY"	2012	"Allen"	"C102"	1	144	593	737					565	178	751
"KY"	2012	"Allen"	"D101"	1	163	603	766					592	178	780
"KY"	2012	"Allen"	"D102"	1	72	272	344					257	95	355
"KY"	2012	"Allen"	"D103"	1	142	411	553					395	153	560
"KY"	2012	"Allen"	"E101"	1	69	265	334					246	90	342
"KY"	2012	"Allen"	"E102"	1	125	414	539					416	132	557
"KY"	2012	"Allen"	"E103"	1	65	270	335					271	64	346
"KY"	2012	"Anderson"	"A101"	6	308	286	611					345	252	612
"KY"	2012	"Anderson"	"A102"	6	326	420	767					507	252	775
"KY"	2012	"Anderson"	"AB"	6	172	288	469					322	139	470
"KY"	2012	"Anderson"	"B101"	6	404	476	910					575	323	909
"KY"	2012	"Anderson"	"B102"	6	506	707	1254					835	389	1250
"KY"	2012	"Anderson"	"C101"	6	341	381	738					438	284	739
"KY"	2012	"Anderson"	"C102"	6	265	333	615					387	217	616
"KY"	2012	"Anderson"	"D101"	6	290	436	744					525	206	744
"KY"	2012	"Anderson"	"D102"	6	334	446	798					546	251	808
"KY"	2012	"Anderson"	"E101"	6	359	537	922					640	281	928
"KY"	2012	"Anderson"	"E103"	6	304	474	806					560	244	814
"KY"	2012	"Anderson"	"F101"	6	211	368	592					412	171	594
"KY"	2012	"Anderson"	"F102"	6	125	225	363					257	100	366
"KY"	2012	"Anderson"	"F103"	6	108	125	243					153	87	247
"KY"	2012	"Anderson"	"F104"	6	150	285	446					320	119	446
"KY"	2012	"Ballard"	"A101"	1	65	200	265					204	65	270
"KY"	2012	"Ballard"	"A102"	1	207	388	595					391	203	605
"KY"	2012	"Ballard"	"A103"	1	30	77	107					81	26	109
"KY"	2012	"Ballard"	"AB"	1	33	111	144					117	33	150
"KY"	2012	"Ballard"	"B101"	1	155	318	473					297	177	483
"KY"	2012	"Ballard"	"B102"	1	36	101	137					105	31	136
"KY"	2012	"Ballard"	"C101"	1	55	137	192					131	62	194
"KY"	2012	"Ballard"	"C102"	1	63	183	246					182	60	247
"KY"	2012	"Ballard"	"C103"	1	49	101	150					108	45	154
"KY"	2012	"Ballard"	"C104"	1	78	159	237					147	89	239
"KY"	2012	"Ballard"	"D101"	1	157	328	485					301	174	492
"KY"	2012	"Ballard"	"D102"	1	65	152	217					166	53	223
"KY"	2012	"Ballard"	"E101"	1	107	244	351					248	111	363
"KY"	2012	"Ballard"	"E102"	1	60	163	223					169	60	230
"KY"	2012	"Barren"	"A101"	2	129	447	591					406	228	643
"KY"	2012	"Barren"	"A102"	2	196	198	415					166	259	436
"KY"	2012	"Barren"	"A103"	2	164	361	550					366	213	585
"KY"	2012	"Barren"	"AB"	2	252	715	986					675	365	1051
"KY"	2012	"Barren"	"B101"	2	171	625	821					628	221	860
"KY"	2012	"Barren"	"B102"	2	163	454	638					447	208	668
"KY"	2012	"Barren"	"B103"	2	81	296	388					323	92	420
"KY"	2012	"Barren"	"B104"	2	186	448	659					465	205	688
"KY"	2012	"Barren"	"C101"	2	87	280	384					283	121	408
"KY"	2012	"Barren"	"C102"	2	99	446	562					441	146	593
"KY"	2012	"Barren"	"C103"	2	140	401	566					409	184	600
"KY"	2012	"Barren"	"C104"	2	118	455	588					464	141	620
"KY"	2012	"Barren"	"D101"	2	138	417	562					438	151	597
"KY"	2012	"Barren"	"D102"	2	177	790	988					778	242	1038
"KY"	2012	"Barren"	"D103"	2	199	552	782					516	314	836
"KY"	2012	"Barren"	"E101"	2	121	403	545					398	177	581
"KY"	2012	"Barren"	"E102"	2	106	225	352					231	134	372
"KY"	2012	"Barren"	"E103"	2	151	412	591					413	183	608
"KY"	2012	"Barren"	"E104"	2	184	478	693					502	204	718
"KY"	2012	"Barren"	"F101"	2	191	324	533					339	209	557
"KY"	2012	"Barren"	"F102"	2	225	406	652					414	260	681
"KY"	2012	"Barren"	"F103"	2	253	562	845					537	317	869
"KY"	2012	"Barren"	"G101"	2	294	606	927					610	350	976
"KY"	2012	"Barren"	"G102"	2	158	290	461					267	217	489
"KY"	2012	"Barren"	"G103"	2	162	428	609					406	259	671
"KY"	2012	"Bath"	"A101"	6	94	93	195					101	94	198
"KY"	2012	"Bath"	"A102"	6	123	113	242					120	113	240
"KY"	2012	"Bath"	"A103"	6	80	106	192					115	77	194
"KY"	2012	"Bath"	"A104"	6	50	67	119					72	46	120
"KY"	2012	"Bath"	"AB"	6	129	142	275					153	121	275
"KY"	2012	"Bath"	"B101"	6	244	244	496					282	206	498
"KY"	2012	"Bath"	"B102"	6	176	174	360					192	160	359
"KY"	2012	"Bath"	"B103"	6	285	287	585					327	263	601
"KY"	2012	"Bath"	"C101"	6	182	199	386					238	148	395
"KY"	2012	"Bath"	"C102"	6	173	175	359					186	160	357
"KY"	2012	"Bath"	"C103"	6	160	99	263					122	137	262
"KY"	2012	"Bath"	"C104"	6	150	105	258					126	132	263
"KY"	2012	"Bath"	"C105"	6	132	223	360					241	113	360
"KY"	2012	"Boone"	"A102"	4	74	261	343					264	81	357
"KY"	2012	"Boone"	"A103"	4	221	730	978					755	239	1010
"KY"	2012	"Boone"	"A104"	4	182	730	930					723	202	942
"KY"	2012	"Boone"	"A105"	4	298	776	1103					772	331	1123
"KY"	2012	"Boone"	"A106"	4	112	322	444					329	119	457
"KY"	2012	"Boone"	"A107"	4	29	99	136					104	33	140
"KY"	2012	"Boone"	"A108"	4	257	640	922					643	283	949
"KY"	2012	"Boone"	"A109"	4	344	744	1129					767	366	1162
"KY"	2012	"Boone"	"A110"	4	152	415	581					416	162	595
"KY"	2012	"Boone"	"A111"	4	260	558	841					558	292	870
"KY"	2012	"Boone"	"A112"	4	160	409	588					415	185	610
"KY"	2012	"Boone"	"A113"	4	444	989	1475					996	496	1523
"KY"	2012	"Boone"	"A114"	4	277	894	1201					912	300	1231
"KY"	2012	"Boone"	"A115"	4	337	689	1056					705	348	1077
"KY"	2012	"Boone"	"A116"	4	143	369	528					373	162	545
"KY"	2012	"Boone"	"A117"	4	229	772	1035					804	253	1077
"KY"	2012	"Boone"	"A118"	4	154	539	708					516	174	703
"KY"	2012	"Boone"	"A119"	4	106	210	326					200	122	325
"KY"	2012	"Boone"	"A120"	4	253	875	1156					905	265	1181
"KY"	2012	"Boone"	"A121"	4	246	887	1160					900	277	1192
"KY"	2012	"Boone"	"AB"	4	1069	2901	4052					2977	1164	4191
"KY"	2012	"Boone"	"B114"	4	105	289	401					321	87	417
"KY"	2012	"Boone"	"B115"	4	178	421	620					422	203	636
"KY"	2012	"Boone"	"B116"	4	219	515	759					521	251	788
"KY"	2012	"Boone"	"B117"	4	261	592	878					598	301	911
"KY"	2012	"Boone"	"B118"	4	109	208	326					214	110	333
"KY"	2012	"Boone"	"B119"	4	166	325	512					320	189	519
"KY"	2012	"Boone"	"B120"	4	160	468	646					476	184	667
"KY"	2012	"Boone"	"B121"	4	325	946	1298					958	332	1311
"KY"	2012	"Boone"	"B122"	4	205	693	923					701	227	946
"KY"	2012	"Boone"	"B123"	4	293	809	1138					814	343	1180
"KY"	2012	"Boone"	"B124"	4	231	645	903					655	256	926
"KY"	2012	"Boone"	"B125"	4	273	753	1061					770	303	1090
"KY"	2012	"Boone"	"B126"	4	216	763	1003					777	219	1021
"KY"	2012	"Boone"	"B127"	4	261	609	902					602	295	930
"KY"	2012	"Boone"	"B128"	4	191	434	644					409	230	655
"KY"	2012	"Boone"	"B129"	4	228	764	1031					783	252	1054
"KY"	2012	"Boone"	"B130"	4	319	1167	1508					1187	347	1548
"KY"	2012	"Boone"	"B131"	4	264	669	957					676	291	987
"KY"	2012	"Boone"	"B132"	4	295	768	1093					780	342	1138
"KY"	2012	"Boone"	"B133"	4	223	603	851					614	248	875
"KY"	2012	"Boone"	"C102"	4	279	665	967					685	293	994
"KY"	2012	"Boone"	"C110"	4	345	477	859					478	377	880
"KY"	2012	"Boone"	"C117"	4	165	538	718					538	190	736
"KY"	2012	"Boone"	"C120"	4	135	572	724					596	149	750
"KY"	2012	"Boone"	"C121"	4	302	467	800					465	334	824
"KY"	2012	"Boone"	"C123"	4	161	210	386					200	184	390
"KY"	2012	"Boone"	"C124"	4	282	373	672					369	304	690
"KY"	2012	"Boone"	"C125"	4	142	272	424					281	144	432
"KY"	2012	"Boone"	"C126"	4	146	119	268					120	150	277
"KY"	2012	"Boone"	"C127"	4	194	326	541					329	209	549
"KY"	2012	"Boone"	"C128"	4	148	247	411					234	168	418
"KY"	2012	"Boone"	"C129"	4	169	298	495					293	207	514
"KY"	2012	"Boone"	"C130"	4	276	499	791					505	297	814
"KY"	2012	"Boone"	"C131"	4	249	390	664					389	277	685
"KY"	2012	"Boone"	"C132"	4	223	337	590					332	270	617
"KY"	2012	"Boone"	"C133"	4	132	204	345					206	151	365
"KY"	2012	"Boone"	"C134"	4	308	827	1160					834	343	1195
"KY"	2012	"Boone"	"C135"	4	229	413	664					404	267	682
"KY"	2012	"Boone"	"C136"	4	141	351	500					364	152	520
"KY"	2012	"Boone"	"C137"	4	268	652	935					668	299	974
"KY"	2012	"Bourbon"	"AB"	6	225	228	459					267	188	466
"KY"	2012	"Bourbon"	"B101"	6	160	183	352					210	136	352
"KY"	2012	"Bourbon"	"B102"	6	129	150	285					162	117	282
"KY"	2012	"Bourbon"	"B103"	6	162	140	313					149	151	313
"KY"	2012	"Bourbon"	"C101"	6	135	220	364					249	113	371
"KY"	2012	"Bourbon"	"C102"	6	100	129	233					150	83	236
"KY"	2012	"Bourbon"	"C103"	6	130	140	278					152	117	275
"KY"	2012	"Bourbon"	"D101"	6	249	330	601					372	220	604
"KY"	2012	"Bourbon"	"D103"	6	188	154	355					178	170	361
"KY"	2012	"Bourbon"	"E101"	6	246	387	645					439	206	650
"KY"	2012	"Bourbon"	"E103"	6	179	161	356					192	155	355
"KY"	2012	"Bourbon"	"E104"	6	87	98	188					115	70	187
"KY"	2012	"Bourbon"	"F101"	6	187	279	476					313	157	475
"KY"	2012	"Bourbon"	"F102"	6	234	362	610					418	189	614
"KY"	2012	"Bourbon"	"F103"	6	105	208	316					223	84	310
"KY"	2012	"Bourbon"	"G101"	6	217	374	604					406	179	601
"KY"	2012	"Bourbon"	"G102"	6	229	207	455					229	214	453
"KY"	2012	"Bourbon"	"H101"	6	301	368	680					428	248	684
"KY"	2012	"Bourbon"	"H102"	6	275	32	311					40	278	320
"KY"	2012	"Boyd"	"A101C"	4	296	177	482					222	272	504
"KY"	2012	"Boyd"	"A107"	4	221	271	507					340	191	538
"KY"	2012	"Boyd"	"A108"	5	273	433	706					486	238	742
"KY"	2012	"Boyd"	"A109"	5	280	318	598					353	244	617
"KY"	2012	"Boyd"	"A110A"	4	195	137	353					178	186	373
"KY"	2012	"Boyd"	"A111A"	4	154	183	350					211	154	372
"KY"	2012	"Boyd"	"A113A"	4	169	227	408					263	160	430
"KY"	2012	"Boyd"	"A114A"	4	89	40	135					46	90	145
"KY"	2012	"Boyd"	"A115A"	4	195	167	378					193	197	398
"KY"	2012	"Boyd"	"A116A"	4	171	149	332					173	176	356
"KY"	2012	"Boyd"	"A118"	5	181	413	594					490	144	643
"KY"	2012	"Boyd"	"A119"	5	154	200	354					239	135	378
"KY"	2012	"Boyd"	"A120"	4	27	33	60					37	27	65
"KY"	2012	"Boyd"	"A121"	5	182	230	412					276	161	448
"KY"	2012	"Boyd"	"A122"	4	6	2	8					3	5	8
"KY"	2012	"Boyd"	"AB"	4	516	533	1087	5	73	188	261	825	550	1398
"KY"	2012	"Boyd"	"B101A"	4	168	156	338					181	168	356
"KY"	2012	"Boyd"	"B102A"	4	197	147	359					173	189	370
"KY"	2012	"Boyd"	"B103A"	4	159	124	294					147	157	312
"KY"	2012	"Boyd"	"B105A"	4	177	113	303					130	179	315
"KY"	2012	"Boyd"	"B106A"	4	166	210	382					245	156	403
"KY"	2012	"Boyd"	"B107A"	4	107	166	280					183	109	299
"KY"	2012	"Boyd"	"B108A"	4	169	171	348					223	154	383
"KY"	2012	"Boyd"	"B109A"	4	219	219	452					248	215	472
"KY"	2012	"Boyd"	"B110A"	4	118	146	269					166	112	281
"KY"	2012	"Boyd"	"B112A"	4	92	102	200					109	90	208
"KY"	2012	"Boyd"	"B114A"	4	210	137	365					190	194	391
"KY"	2012	"Boyd"	"B115A"	4	229	261	508					307	234	547
"KY"	2012	"Boyd"	"B116A"	4	146	161	314					194	129	331
"KY"	2012	"Boyd"	"B117A"	4	122	166	293					193	119	313
"KY"	2012	"Boyd"	"B118"	4	123	133	266					173	102	287
"KY"	2012	"Boyd"	"B119"	4	152	231	395					272	139	420
"KY"	2012	"Boyd"	"B121A"	4	157	206	372					233	151	395
"KY"	2012	"Boyd"	"C101"	4	56	35	95					48	51	101
"KY"	2012	"Boyd"	"C102"	5	161	173	334					204	141	350
"KY"	2012	"Boyd"	"C103"	5	130	165	295					194	105	307
"KY"	2012	"Boyd"	"C104"	4	218	247	485					271	212	493
"KY"	2012	"Boyd"	"C105"	4	217	152	381					200	194	405
"KY"	2012	"Boyd"	"C106"	4	197	184	392					220	178	409
"KY"	2012	"Boyd"	"C107"	4	147	111	278					146	140	289
"KY"	2012	"Boyd"	"C108"	4	154	181	348					205	152	362
"KY"	2012	"Boyd"	"C109A"	4	114	112	238					116	123	244
"KY"	2012	"Boyd"	"C110"	5	0	1	1					2	0	2
"KY"	2012	"Boyd"	"C111"	5	52	57	109					62	49	112
"KY"	2012	"Boyd"	"C113"	4	269	346	630					394	238	644
"KY"	2012	"Boyd"	"C114"	4	194	194	399					253	156	418
"KY"	2012	"Boyd"	"C115"	4	268	291	578					354	234	599
"KY"	2012	"Boyd"	"C116"	4	191	220	418					263	163	439
"KY"	2012	"Boyd"	"C117"	4	137	202	346					250	113	369
"KY"	2012	"Boyle"	"A101"	2	158	263	442					330	136	469
"KY"	2012	"Boyle"	"A102"	2	180	352	553					425	154	583
"KY"	2012	"Boyle"	"A103"	2	123	215	359					266	108	380
"KY"	2012	"Boyle"	"A104"	2	125	319	470					394	97	496
"KY"	2012	"Boyle"	"A105"	2	65	165	242					190	65	261
"KY"	2012	"Boyle"	"AB"	2	289	410	723					451	311	771
"KY"	2012	"Boyle"	"B101"	2	47	53	106					73	40	115
"KY"	2012	"Boyle"	"B102"	2	157	271	455					341	132	483
"KY"	2012	"Boyle"	"B103"	2	239	365	637					454	215	682
"KY"	2012	"Boyle"	"B104"	2	150	288	463					352	150	509
"KY"	2012	"Boyle"	"C101"	2	195	226	443					274	201	480
"KY"	2012	"Boyle"	"C102"	2	232	251	512					315	227	557
"KY"	2012	"Boyle"	"C103"	2	103	130	240					144	100	249
"KY"	2012	"Boyle"	"C104"	2	201	208	425					252	204	463
"KY"	2012	"Boyle"	"D101"	2	282	377	683					410	314	736
"KY"	2012	"Boyle"	"D102"	2	155	412	583					465	145	618
"KY"	2012	"Boyle"	"D103"	2	132	285	436					333	139	477
"KY"	2012	"Boyle"	"E101"	2	181	277	491					306	230	545
"KY"	2012	"Boyle"	"E102"	2	169	202	398					237	190	435
"KY"	2012	"Boyle"	"E103"	2	155	88	260					90	188	286
"KY"	2012	"Boyle"	"E104"	2	165	119	304					119	216	342
"KY"	2012	"Boyle"	"F101"	2	196	206	436					226	240	482
"KY"	2012	"Boyle"	"F102"	2	135	287	435					324	151	480
"KY"	2012	"Boyle"	"F103"	2	166	373	557					419	178	605
"KY"	2012	"Boyle"	"F104"	2	171	265	457					281	202	489
"KY"	2012	"Boyle"	"F105"	2	134	204	354					232	138	375
"KY"	2012	"Bracken"	"A101"	4	116	261	389					282	121	418
"KY"	2012	"Bracken"	"AB"	4	140	154	299					181	142	324
"KY"	2012	"Bracken"	"B101"	4	96	196	301					213	103	324
"KY"	2012	"Bracken"	"C101"	4	138	164	309					186	156	344
"KY"	2012	"Bracken"	"D101"	4	109	223	340					257	118	379
"KY"	2012	"Bracken"	"E101"	4	155	223	382					249	154	411
"KY"	2012	"Bracken"	"F101"	4	118	182	308					210	118	335
"KY"	2012	"Bracken"	"G101"	4	94	188	291					212	94	311
"KY"	2012	"Bracken"	"H101"	4	132	218	356					239	141	384
"KY"	2012	"Breathitt"	"A101"	5	30	46	76					48	33	82
"KY"	2012	"Breathitt"	"A102"	5	74	220	294					217	72	300
"KY"	2012	"Breathitt"	"A103"	5	118	315	433					334	100	445
"KY"	2012	"Breathitt"	"A104"	5	76	135	211					106	99	212
"KY"	2012	"Breathitt"	"A105"	5	77	183	260					193	78	272
"KY"	2012	"Breathitt"	"ABSENTEE MACHINE"	5	0	0	0					0	0	0
"KY"	2012	"Breathitt"	"ABSENTEE PAPER"	5	73	178	251					150	111	266
"KY"	2012	"Breathitt"	"B101"	5	52	119	171					123	53	180
"KY"	2012	"Breathitt"	"B102"	5	72	134	206					157	64	224
"KY"	2012	"Breathitt"	"B103"	5	98	180	278					191	100	303
"KY"	2012	"Breathitt"	"B104"	5	82	131	213					136	88	229
"KY"	2012	"Breathitt"	"B105"	5	68	90	158					97	75	175
"KY"	2012	"Breathitt"	"C101"	5	109	191	300					200	113	323
"KY"	2012	"Breathitt"	"C102"	5	60	96	156					104	58	167
"KY"	2012	"Breathitt"	"C103"	5	72	240	312					227	99	329
"KY"	2012	"Breathitt"	"C104"	5	45	175	220					196	42	243
"KY"	2012	"Breathitt"	"C105"	5	58	116	174					121	60	184
"KY"	2012	"Breathitt"	"D101"	5	41	66	107					67	38	111
"KY"	2012	"Breathitt"	"D102"	5	59	146	205					136	74	218
"KY"	2012	"Breathitt"	"D103"	5	94	207	301					213	81	300
"KY"	2012	"Breathitt"	"D104"	5	56	132	188					132	53	195
"KY"	2012	"Breathitt"	"D105"	5	23	49	72					53	20	77
"KY"	2012	"Breathitt"	"D106"	5	58	114	172					117	51	173
"KY"	2012	"Breckinridge"	"A101"	2	244	450	718					435	303	745
"KY"	2012	"Breckinridge"	"A102"	2	231	532	787					527	277	814
"KY"	2012	"Breckinridge"	"AB"	2	152	373	546					371	177	555
"KY"	2012	"Breckinridge"	"B101"	2	117	175	299					176	130	313
"KY"	2012	"Breckinridge"	"B102"	2	189	272	477					289	191	489
"KY"	2012	"Breckinridge"	"B103"	2	83	169	260					185	89	277
"KY"	2012	"Breckinridge"	"C101"	2	131	245	383					229	160	391
"KY"	2012	"Breckinridge"	"C102"	2	122	340	475					324	157	491
"KY"	2012	"Breckinridge"	"D101"	2	194	313	519					299	222	531
"KY"	2012	"Breckinridge"	"D102"	2	169	208	403					190	220	418
"KY"	2012	"Breckinridge"	"D103"	2	87	240	347					242	113	359
"KY"	2012	"Breckinridge"	"E101"	2	122	283	415					305	122	432
"KY"	2012	"Breckinridge"	"E102"	2	123	291	426					291	130	435
"KY"	2012	"Breckinridge"	"E103"	2	157	379	549					387	178	573
"KY"	2012	"Breckinridge"	"F101"	2	260	599	891					616	284	912
"KY"	2012	"Breckinridge"	"F102"	2	71	152	224					159	72	232
"KY"	2012	"Bullitt"	"A101"	2	37	69	114					86	34	120
"KY"	2012	"Bullitt"	"A102"	2	143	269	435					279	150	440
"KY"	2012	"Bullitt"	"A103"	2	137	211	372					224	147	383
"KY"	2012	"Bullitt"	"A104"	2	131	284	438					314	138	459
"KY"	2012	"Bullitt"	"A105"	2	256	581	877					630	256	900
"KY"	2012	"Bullitt"	"A106"	2	229	598	867					651	233	896
"KY"	2012	"Bullitt"	"A107"	2	308	654	1009					724	306	1046
"KY"	2012	"Bullitt"	"A108"	2	160	241	416					265	155	425
"KY"	2012	"Bullitt"	"A109"	2	198	495	717					530	203	742
"KY"	2012	"Bullitt"	"A110"	2	29	61	93					69	29	98
"KY"	2012	"Bullitt"	"A111"	2	209	282	518					328	204	544
"KY"	2012	"Bullitt"	"AB"	2	355	808	1216					859	383	1247
"KY"	2012	"Bullitt"	"B101"	2	81	141	233					158	88	248
"KY"	2012	"Bullitt"	"B102"	2	179	447	646					480	195	685
"KY"	2012	"Bullitt"	"B103"	2	302	657	1004					702	342	1059
"KY"	2012	"Bullitt"	"B104"	2	254	662	949					698	282	993
"KY"	2012	"Bullitt"	"B107"	2	245	593	871					646	260	911
"KY"	2012	"Bullitt"	"B108"	2	347	818	1209					881	369	1267
"KY"	2012	"Bullitt"	"B109"	2	278	763	1071					807	294	1107
"KY"	2012	"Bullitt"	"B110"	2	266	460	765					497	281	795
"KY"	2012	"Bullitt"	"B111"	2	213	496	739					530	242	784
"KY"	2012	"Bullitt"	"B112"	2	83	216	313					232	87	326
"KY"	2012	"Bullitt"	"B113"	2	261	670	966					734	258	1003
"KY"	2012	"Bullitt"	"B114"	2	179	426	629					445	195	655
"KY"	2012	"Bullitt"	"C101"	2	187	412	622					438	207	656
"KY"	2012	"Bullitt"	"C102"	2	241	289	568					315	266	590
"KY"	2012	"Bullitt"	"C103"	2	255	441	719					461	281	750
"KY"	2012	"Bullitt"	"C104"	2	173	333	543					372	184	568
"KY"	2012	"Bullitt"	"C105"	2	195	387	616					419	209	642
"KY"	2012	"Bullitt"	"C106"	2	186	326	533					353	198	557
"KY"	2012	"Bullitt"	"C107"	2	314	526	897					562	342	926
"KY"	2012	"Bullitt"	"C108"	2	221	508	747					530	234	773
"KY"	2012	"Bullitt"	"C109"	2	89	227	333					243	98	345
"KY"	2012	"Bullitt"	"C110"	2	222	350	604					398	230	638
"KY"	2012	"Bullitt"	"C111"	2	66	151	225					160	74	236
"KY"	2012	"Bullitt"	"C112"	2	181	207	413					248	175	437
"KY"	2012	"Bullitt"	"D101"	2	126	144	283					166	126	299
"KY"	2012	"Bullitt"	"D102"	2	217	387	629					432	219	657
"KY"	2012	"Bullitt"	"D103"	2	230	446	706					475	242	729
"KY"	2012	"Bullitt"	"D104"	2	95	220	334					234	105	348
"KY"	2012	"Bullitt"	"D105"	2	233	519	795					565	240	826
"KY"	2012	"Bullitt"	"D106"	2	217	447	700					516	208	739
"KY"	2012	"Bullitt"	"D107"	2	249	673	968					718	270	1005
"KY"	2012	"Bullitt"	"D108"	2	201	343	576					397	213	620
"KY"	2012	"Bullitt"	"D109"	2	185	411	634					437	212	657
"KY"	2012	"Bullitt"	"D110"	2	149	343	513					352	176	538
"KY"	2012	"Bullitt"	"D111"	2	155	311	490					346	156	511
"KY"	2012	"Bullitt"	"D113"	2	89	225	333					227	109	346
"KY"	2012	"Bullitt"	"D114"	2	73	154	242					173	66	249
"KY"	2012	"Butler"	"A110"	2	79	293	386					285	118	408
"KY"	2012	"Butler"	"A111"	2	58	179	247					168	96	265
"KY"	2012	"Butler"	"AB"	2	55	239	296					236	67	303
"KY"	2012	"Butler"	"B106"	2	104	389	505					373	134	516
"KY"	2012	"Butler"	"B107"	2	127	510	657					480	190	674
"KY"	2012	"Butler"	"C103"	2	3	20	23					20	4	24
"KY"	2012	"Butler"	"C106"	2	124	439	581					432	153	594
"KY"	2012	"Butler"	"C107"	2	91	361	462					345	122	473
"KY"	2012	"Butler"	"D103"	2	72	197	282					192	90	285
"KY"	2012	"Butler"	"D105"	2	36	230	271					236	41	280
"KY"	2012	"Butler"	"D106"	2	61	229	297					223	82	309
"KY"	2012	"Butler"	"E105"	2	88	401	497					394	114	510
"KY"	2012	"Butler"	"E106"	2	72	322	404					332	82	417
"KY"	2012	"Caldwell"	"A101"	1	111	324	435					318	111	441
"KY"	2012	"Caldwell"	"A102"	1	72	227	299					237	67	306
"KY"	2012	"Caldwell"	"A103"	1	134	311	445					267	174	453
"KY"	2012	"Caldwell"	"AB"	1	92	274	366					248	121	372
"KY"	2012	"Caldwell"	"B101"	1	112	363	475					363	118	488
"KY"	2012	"Caldwell"	"B102"	1	111	274	385					269	113	393
"KY"	2012	"Caldwell"	"B103"	1	188	251	439					207	232	451
"KY"	2012	"Caldwell"	"C101"	1	161	306	467					321	148	479
"KY"	2012	"Caldwell"	"C102"	1	108	199	307					202	101	312
"KY"	2012	"Caldwell"	"C103"	1	162	344	506					315	197	518
"KY"	2012	"Caldwell"	"D101"	1	71	276	347					252	89	350
"KY"	2012	"Caldwell"	"D102"	1	72	203	275					198	85	285
"KY"	2012	"Caldwell"	"D103"	1	130	437	567					416	159	582
"KY"	2012	"Caldwell"	"D104"	1	110	307	417					291	137	430
"KY"	2012	"Calloway"	"A101"	1	161	114	275					99	181	285
"KY"	2012	"Calloway"	"A102"	1	162	164	326					156	179	339
"KY"	2012	"Calloway"	"A103"	1	330	641	971					612	349	993
"KY"	2012	"Calloway"	"A104"	1	132	324	456					300	139	454
"KY"	2012	"Calloway"	"A105"	1	154	249	403					240	166	416
"KY"	2012	"Calloway"	"A106"	1	129	305	434					305	121	438
"KY"	2012	"Calloway"	"AB"	1	277	642	919					605	328	939
"KY"	2012	"Calloway"	"B101"	1	165	249	414					224	191	420
"KY"	2012	"Calloway"	"B102"	1	70	104	174					95	76	180
"KY"	2012	"Calloway"	"B103"	1	133	301	434					290	139	442
"KY"	2012	"Calloway"	"B104"	1	120	259	379					241	138	386
"KY"	2012	"Calloway"	"B105"	1	133	189	322					162	159	332
"KY"	2012	"Calloway"	"B106"	1	180	420	600					389	219	619
"KY"	2012	"Calloway"	"B107"	1	118	312	430					296	132	438
"KY"	2012	"Calloway"	"B108"	1	86	197	283					196	91	288
"KY"	2012	"Calloway"	"C102"	1	272	804	1076					747	310	1086
"KY"	2012	"Calloway"	"C103"	1	142	291	433					272	160	439
"KY"	2012	"Calloway"	"C104"	1	97	356	453					335	115	461
"KY"	2012	"Calloway"	"C105"	1	157	342	499					299	211	516
"KY"	2012	"Calloway"	"C106"	1	150	313	463					289	182	483
"KY"	2012	"Calloway"	"C107"	1	75	184	259					170	91	262
"KY"	2012	"Calloway"	"C108"	1	110	333	443					312	131	452
"KY"	2012	"Calloway"	"C109"	1	98	267	365					257	117	377
"KY"	2012	"Calloway"	"C110"	1	52	155	207					149	60	212
"KY"	2012	"Calloway"	"D101"	1	160	321	481					281	205	495
"KY"	2012	"Calloway"	"D102"	1	141	443	584					424	161	594
"KY"	2012	"Calloway"	"D103"	1	134	306	440					275	159	444
"KY"	2012	"Calloway"	"D104"	1	103	252	355					256	101	361
